"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AltQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","528","NLD","Netherlands","0","W00","World","H1","HS","true","080540","Fruit, edible; grapefruit, fresh or dried","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","96679","false","8","kg","96679","false","96679","false","0","false","0","28314","28314","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","528","NLD","Netherlands","0","W00","World","H1","HS","true","842940","Tamping machines and road rollers; self-propelled","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","0.233","true","8","kg","25984","false","25984","false","0","false","0","7565.5","7565.5","2","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","533","ABW","Aruba","0","W00","World","H1","HS","true","220300","Beer; made from malt","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","7","l","510","true","8","kg","510","false","510","false","0","false","0","210.5","210.5","2","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","853690","Electrical apparatus; n.e.s. in heading no. 8536, for switching or protecting electrical circuits, for a voltage not exceeding 1000 volts","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","443","false","8","kg","443","false","443","false","0","false","0","3333","3333","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","940340","Furniture; wooden, for kitchen use","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","42.238","true","8","kg","889","false","889","false","0","false","0","1228","1228","2","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","950490","Games; articles for funfair, table or parlour games, including pintables, tables for casino games, bowling alley equipment, n.e.s. in heading no. 9504","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","8","kg","28","false","28","false","0","false","0","126","126","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","558","NIC","Nicaragua","0","W00","World","H1","HS","true","730890","Iron or steel; structures and parts thereof, n.e.s. in heading no. 7308","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","35008","false","8","kg","35008","false","35008","false","0","false","0","4539","4539","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","796","TCA","Turks and Caicos Isds","0","W00","World","H1","HS","true","840721","Engines; outboard motors for marine propulsion, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","4.85","true","8","kg","1157","false","1157","false","0","false","0","10166.5","10166.5","2","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","826","GBR","United Kingdom","0","W00","World","H1","HS","true","080510","Fruit, edible; oranges, fresh or dried","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","23161650","false","8","kg","23161650","false","23161650","false","0","false","0","825337","825337","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","826","GBR","United Kingdom","0","W00","World","H1","HS","true","080540","Fruit, edible; grapefruit, fresh or dried","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","578500","false","8","kg","578500","false","578500","false","0","false","0","74575.5","74575.5","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","040210","Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1430","false","8","kg","1430","false","1430","false","0","false","0","814","814","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","040510","Dairy produce; derived from milk, butter","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","20","false","8","kg","20","false","20","false","0","false","0","112","112","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","090412","Spices; pepper (of the genus piper), crushed or ground","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6270","false","8","kg","6270","false","6270","false","0","false","0","5924","5924","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","151319","Vegetable oils; coconut (copra) oil and its fractions, other than crude, whether or not refined, but not chemically modified","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","256","false","8","kg","256","false","256","false","0","false","0","250","250","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","200990","Juices; mixtures, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","26","false","8","kg","26","false","26","false","0","false","0","31.5","31.5","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","330499","Cosmetic and toilet preparations; n.e.s. in heading no. 3304, for the care of the skin (excluding medicaments, including sunscreen or sun tan preparations)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5096","false","8","kg","5096","false","5096","false","0","false","0","10921","10921","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","440920","Wood; non-coniferous (including unassembled strips and friezes for parquet flooring), continuously shaped along any face or edge, whether or not planed, sanded or finger-jointed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3294","false","8","kg","3294","false","3294","false","0","false","0","3926","3926","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","442010","Wood; statuettes and other ornaments of wood","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","212","false","8","kg","212","false","212","false","0","false","0","1348","1348","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","621112","Swimwear; women's or girls', (not knitted or crocheted)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","91.538","true","8","kg","35","false","35","false","0","false","0","823","823","2","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","681099","Cement, concrete or artificial stone; articles (other than prefabricated structural components for building or civil engineering), whether or not reinforced, n.e.s. in heading no. 6810","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","100","false","8","kg","100","false","100","false","0","false","0","800","800","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","731100","Containers for compressed or liquefied gas, of iron or steel","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","15000","false","8","kg","15000","false","15000","false","0","false","0","390","390","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","840991","Engines; parts, suitable for use solely or principally with spark-ignition internal combustion piston engines (for other than aircraft)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1018","false","8","kg","1018","false","1018","false","0","false","0","9668.5","9668.5","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","842219","Dish washing machines; of other than household type","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1.79","true","8","kg","250","false","250","false","0","false","0","3832","3832","2","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","846591","Machine-tools; sawing machines, for working wood, cork, bone, hard rubber, hard plastics or similar hard materials","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","8","kg","4900","false","4900","false","0","false","0","1849.5","1849.5","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","0","W00","World","0","W00","World","H1","HS","true","340211","Organic surface-active agents; anionic (other than soap), whether or not put up for retail sale","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","48","false","8","kg","48","false","48","false","0","false","0","121","121","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","0","W00","World","0","W00","World","H1","HS","true","440724","Wood, tropical; virola, mahogany (swietenia spp.), imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","12","m�","1386.786","true","8","kg","2231069","false","2231069","false","0","false","0","1143398.5","1143398.5","2","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","0","W00","World","0","W00","World","H1","HS","true","610721","Nightshirts and pyjamas; men's or boys', of cotton, knitted or crocheted","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","249437.668","true","8","kg","269795","false","269795","false","0","false","0","1283527.5","1283527.5","2","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","0","W00","World","0","W00","World","H1","HS","true","621142","Track suits and other garments n.e.s.; women's or girls', of cotton (not knitted or crocheted)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2","false","8","kg","2","false","2","false","0","false","0","51.5","51.5","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","0","W00","World","0","W00","World","H1","HS","true","842839","Elevators and conveyors; continuous action, n.e.s. in heading no. 8428, for goods or materials","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","8","kg","18169","false","18169","false","0","false","0","12861.5","12861.5","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","0","W00","World","0","W00","World","H1","HS","true","845970","Machine-tools; for threading or tapping by removing metal","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","8","kg","650","false","650","false","0","false","0","3833","3833","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","0","W00","World","0","W00","World","H1","HS","true","870422","Vehicles; compression-ignition internal combustion piston engine (diesel or semi-diesel), for transport of goods, (of a g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes), nes in item no 8704.1","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","3","true","8","kg","92088","false","92088","false","0","false","0","67988.5","67988.5","2","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","0","W00","World","0","W00","World","H1","HS","true","870829","Vehicles; parts and accessories, of bodies, other than safety seat belts","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","300","false","8","kg","300","false","300","false","0","false","0","430","430","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","0","W00","World","0","W00","World","H1","HS","true","900410","Sunglasses; corrective, protective or other","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1104.433","true","8","kg","409","false","409","false","0","false","0","25318.5","25318.5","2","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","0","W00","World","0","W00","World","H1","HS","true","940169","Seats; with wooden frames, not upholstered, (excluding medical, surgical, dental, veterinary or barber furniture)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1517.079","true","8","kg","16492","false","16492","false","0","false","0","39394","39394","2","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","28","ATG","Antigua and Barbuda","0","W00","World","H1","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","72398","72398","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","44","BHS","Bahamas","0","W00","World","H1","HS","true","940360","Furniture; wooden, other than for office, kitchen or bedroom use","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1376.172","true","8","kg","8000","false","8000","false","0","false","0","43981.5","43981.5","2","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","44","BHS","Bahamas","0","W00","World","H1","HS","true","999999","Commodities not specified according to kind","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","4579.5","4579.5","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","0","W00","World","0","W00","World","H1","HS","true","030612","Crustaceans; lobsters (homarus spp.), frozen (whether in shell or not, whether or not cooked by steaming or by boiling in water)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","210840","false","8","kg","210840","false","210840","false","0","false","0","2452756","2452756","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","0","W00","World","0","W00","World","H1","HS","true","040210","Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1430","false","8","kg","1430","false","1430","false","0","false","0","814","814","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","0","W00","World","0","W00","World","H1","HS","true","060290","Plants, live; n.e.s. in heading no. 0602","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1355","false","8","kg","1355","false","1355","false","0","false","0","13145","13145","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","0","W00","World","0","W00","World","H1","HS","true","070960","Vegetables; fruits of the genus capsicum or of the genus pimenta","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","22510","false","8","kg","22510","false","22510","false","0","false","0","20689.5","20689.5","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","0","W00","World","0","W00","World","H1","HS","true","030559","Fish; dried (whether or not salted but not smoked), n.e.s. in item no. 0305.51","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","23700","false","8","kg","23700","false","23700","false","0","false","0","14813","14813","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","0","W00","World","0","W00","World","H1","HS","true","071333","Vegetables, leguminous; kidney beans, including white pea beans (phaseolus vulgaris), dried, shelled, whether or not skinned or split","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3117957","false","8","kg","3117957","false","3117957","false","0","false","0","829400.5","829400.5","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","222","SLV","El Salvador","0","W00","World","H1","HS","true","731010","Tanks, casks, drums, cans, boxes and similar containers, for any material (excluding compressed or liquefied gas), 50l or more capacity but not exceeding 300l","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3000","false","8","kg","3000","false","3000","false","0","false","0","1008.5","1008.5","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","222","SLV","El Salvador","0","W00","World","H1","HS","true","842489","Mechanical appliances; for projecting, dispersing or spraying liquids or powders, for other than agricultural or horticultural use, whether or not hand-operated","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","8","kg","10000","false","10000","false","0","false","0","5800","5800","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","276","DEU","Germany","0","W00","World","H1","HS","true","051199","Animal products; n.e.s. in chapter 5","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8","false","8","kg","8","false","8","false","0","false","0","250","250","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","320","GTM","Guatemala","0","W00","World","H1","HS","true","060499","Foliage, branches and other parts of plants, without flowers or flower buds, and grasses; kind suitable for bouquets or for ornamental purposes dried, dyed, bleached, impregnated, otherwise prepared, excluding fresh","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","505","false","8","kg","505","false","505","false","0","false","0","1220","1220","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","320","GTM","Guatemala","0","W00","World","H1","HS","true","842839","Elevators and conveyors; continuous action, n.e.s. in heading no. 8428, for goods or materials","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","8","kg","18169","false","18169","false","0","false","0","12861.5","12861.5","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","388","JAM","Jamaica","0","W00","World","H1","HS","true","940180","Seats; n.e.s. in heading no. 9401, (excluding medical, surgical, dental, veterinary or barber furniture)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","8","kg","49","false","49","false","0","false","0","340.5","340.5","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","388","JAM","Jamaica","0","W00","World","H1","HS","true","999999","Commodities not specified according to kind","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","15995.5","15995.5","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","484","MEX","Mexico","0","W00","World","H1","HS","true","220410","Wine; sparkling","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","7","l","67","true","8","kg","67","false","67","false","0","false","0","470","470","2","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","484","MEX","Mexico","0","W00","World","H1","HS","true","392690","Plastics; other articles n.e.s. in chapter 39","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","109","false","8","kg","109","false","109","false","0","false","0","126","126","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","484","MEX","Mexico","0","W00","World","H1","HS","true","940360","Furniture; wooden, other than for office, kitchen or bedroom use","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","7.103","true","8","kg","55","false","55","false","0","false","0","227","227","2","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","528","NLD","Netherlands","0","W00","World","H1","HS","true","220300","Beer; made from malt","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","7","l","9094","true","8","kg","9094","false","9094","false","0","false","0","4426","4426","2","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","902690","Instruments and apparatus; parts and accessories for those measuring or checking the flow, level, pressure or other variables of liquids or gases (excluding those of heading no. 9014, 9015, 9028 or 9032)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","40","false","8","kg","40","false","40","false","0","false","0","50","50","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","591","PAN","Panama","0","W00","World","H1","HS","true","900410","Sunglasses; corrective, protective or other","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","370.303","true","8","kg","101","false","101","false","0","false","0","8489","8489","2","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","724","ESP","Spain","0","W00","World","H1","HS","true","071310","Vegetables, leguminous; peas (pisum sativum), shelled, whether or not skinned or split, dried","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","98511","false","8","kg","98511","false","98511","false","0","false","0","15740.5","15740.5","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","030623","Crustaceans; shrimps and prawns, not frozen, (whether in shell or not, whether or not cooked by steaming or by boiling in water)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2692","false","8","kg","2692","false","2692","false","0","false","0","5724.5","5724.5","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","120710","Oleaginous fruits; palm nuts and kernels, whether or not broken","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1100","false","8","kg","1100","false","1100","false","0","false","0","545","545","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","160100","Meat preparations; sausages and similar products, of meat, meat offal or blood, and food preparations based on these products","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","350","false","8","kg","350","false","350","false","0","false","0","177","177","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","170410","Sugar confectionery; chewing gum, whether or not sugar-coated, not containing cocoa","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","20","false","8","kg","20","false","20","false","0","false","0","145","145","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","210111","Extracts, essences and concentrates; of coffee, and preparations with a basis of these extracts, essences or concentrates or with a basis of coffee","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2310","false","8","kg","2310","false","2310","false","0","false","0","1518.5","1518.5","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","290330","Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3240","false","8","kg","3240","false","3240","false","0","false","0","1244","1244","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","330300","Perfumes and toilet waters","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","306","false","8","kg","306","false","306","false","0","false","0","10603.5","10603.5","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","441520","Wood; pallets, box pallets and other load boards; pallet collars","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","8218.48","true","8","kg","142405","false","142405","false","0","false","0","51103.5","51103.5","2","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","481810","Paper; toilet paper","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","20812","false","8","kg","20812","false","20812","false","0","false","0","12974.5","12974.5","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","610432","Jackets; women's or girls', of cotton, knitted or crocheted","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","8","kg","58784","false","58784","false","0","false","0","375817","375817","0","false","true",
"C","A","20030101","2003","52","2003","84","BLZ","Belize","X","Export","842","USA","USA","0","W00","World","H1","HS","true","820420","Tools, hand; interchangeable spanner sockets, with or without handles","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","51","false","8","kg","51","false","51","false","0","false","0","258","258","0","false","true",
